track id, genre, amazement, solemnity, tenderness, nostalgia, calmness, power, joyful_activation, tension, sadness, mood, liked, disliked, age, gender, mother tongue
3,classical,0,0,0,0,0,0,1,0,0,4,0,0,46,1,French
3,classical,1,1,0,0,1,0,0,0,0,5,0,0,30,0,Urdu
3,classical,0,0,0,1,0,0,0,0,1,4,0,0,25,1,English
3,classical,0,0,0,0,0,0,1,0,0,3,0,0,58,1,Dutch
3,classical,0,0,0,0,0,0,0,1,0,4,0,0,57,1,English
3,classical,0,0,0,0,0,1,1,0,0,4,0,1,20,0,Dutch
3,classical,1,0,1,0,0,0,1,0,0,4,0,0,30,0,Dutch
3,classical,0,1,0,0,0,0,0,1,0,3,1,0,48,0,German
3,classical,0,0,0,0,0,1,0,1,0,4,1,0,38,1,Russian
3,classical,0,0,0,0,0,0,1,0,0,3,1,0,51,0,English
3,classical,0,0,1,0,0,0,1,0,0,4,1,0,26,0,Russian
3,classical,0,1,0,0,0,1,1,0,0,3,1,0,27,0,Spanish
3,classical,0,1,0,0,0,0,0,0,1,5,0,0,25,1,Russian
3,classical,0,0,0,0,0,1,0,0,0,4,1,0,33,0,Czech
3,classical,1,0,1,0,0,0,1,0,0,4,1,0,22,1,French
3,classical,1,0,0,1,0,0,1,0,0,5,1,0,44,1,French
3,classical,0,0,0,0,0,1,0,1,1,2,1,0,28,1,Estonian
3,classical,0,1,0,1,0,0,0,0,0,4,1,0,33,0,German
3,classical,1,0,1,0,0,0,1,0,0,3,0,0,18,0,Dutch
3,classical,0,0,0,0,0,0,0,1,0,4,0,0,59,1,Russian
4,classical,0,0,0,1,1,0,0,0,0,5,0,0,36,1,Japanese
4,classical,0,0,0,1,1,0,0,0,0,4,1,0,46,1,Dutch
4,classical,1,0,1,0,1,0,0,0,0,3,0,0,45,1,English
4,classical,0,1,0,0,1,0,0,0,0,5,0,0,25,1,Dutch
4,classical,0,0,1,1,1,0,0,0,0,4,1,0,47,1,Dutch
4,classical,0,1,0,1,0,0,0,0,0,4,0,0,30,1,Dutch
4,classical,0,0,0,0,1,0,0,0,0,3,1,0,33,0,French
4,classical,0,0,0,0,0,0,0,1,0,3,0,1,28,1,English
4,classical,0,0,0,1,0,0,0,0,0,3,1,0,35,0,Arabic
4,classical,0,0,0,0,1,0,0,0,0,4,1,0,51,0,Dutch
4,classical,0,0,0,0,1,0,0,0,1,3,0,0,36,1,Spanish
4,classical,0,0,1,0,1,0,0,0,0,3,0,0,29,0,English
4,classical,0,0,1,1,1,0,0,0,0,4,1,0,21,0,English
4,classical,0,0,0,0,1,0,0,0,1,3,0,0,36,1,Spanish
4,classical,0,0,1,0,1,0,0,0,0,4,1,0,20,1,Dutch
4,classical,0,0,1,1,0,0,0,0,1,1,1,0,33,0,Russian
4,classical,0,0,0,0,1,0,0,0,0,3,0,0,30,1,English
4,classical,0,0,0,0,1,1,0,0,1,4,1,0,19,1,Russian
4,classical,1,0,1,0,1,0,0,0,0,3,0,0,27,0,Spanish
4,classical,0,0,1,1,1,0,0,0,0,2,0,0,29,1,Russian
4,classical,0,0,1,1,1,0,0,0,0,5,1,0,45,0,Korean
4,classical,0,0,1,0,1,0,0,0,0,5,0,1,25,0,English
4,classical,0,0,1,1,1,0,0,0,0,4,0,1,30,0,German
4,classical,0,1,1,0,1,0,0,0,0,5,1,0,30,0,Urdu
4,classical,0,0,0,1,0,0,0,0,0,4,0,0,46,1,French
4,classical,0,0,1,1,1,0,0,0,0,4,0,0,26,0,Russian
4,classical,0,1,0,1,1,0,0,0,0,4,1,0,42,1,Dutch
4,classical,0,0,1,1,1,0,0,0,0,4,0,0,22,1,French
4,classical,0,0,1,0,0,0,0,0,0,4,1,0,57,1,English
4,classical,0,0,0,1,0,0,0,0,1,4,0,1,24,1,Dutch
4,classical,0,1,1,0,1,0,0,0,0,4,0,0,30,0,Dutch
4,classical,0,0,1,1,1,0,0,0,0,5,0,0,28,1,English
4,classical,0,0,0,0,1,0,0,0,0,3,1,0,48,0,German
4,classical,1,0,1,0,1,0,0,0,0,4,0,0,38,1,Russian
4,classical,0,0,0,0,1,0,0,0,0,3,0,0,51,0,English
4,classical,0,0,1,0,1,0,0,0,0,4,0,0,33,0,German
4,classical,1,0,1,0,0,0,0,0,0,4,1,0,33,0,Czech
4,classical,0,0,0,1,1,0,0,0,1,5,1,0,44,1,French
4,classical,0,0,1,1,1,0,0,0,0,2,0,0,28,1,Estonian
4,classical,0,0,0,1,0,0,0,0,0,4,1,0,59,1,Russian
4,classical,1,0,1,0,1,0,0,0,0,4,0,0,69,1,German
4,classical,0,1,0,0,0,0,0,0,0,5,1,0,51,0,Spanish
5,classical,0,1,0,0,0,0,0,0,0,3,0,0,35,0,Arabic
5,classical,0,0,0,1,1,0,1,0,0,5,0,0,27,1,Chinese
5,classical,0,1,1,1,0,0,0,0,0,4,1,0,47,1,Dutch
5,classical,0,1,1,0,0,0,1,0,0,4,1,0,37,0,German
5,classical,0,0,1,0,1,0,0,0,0,3,1,0,28,1,English
5,classical,0,0,0,0,0,0,0,1,1,4,1,0,25,1,Russian
5,classical,0,1,0,0,0,0,0,0,0,3,1,0,33,0,French
5,classical,0,0,1,1,0,0,0,0,0,4,0,0,26,1,Dutch
5,classical,0,0,0,0,0,0,0,0,1,4,0,0,51,0,Dutch
5,classical,0,0,1,0,1,0,0,0,0,4,0,1,26,0,Russian
5,classical,0,1,0,0,0,0,0,1,1,4,1,0,21,0,English
5,classical,0,0,1,1,0,0,0,0,1,1,0,0,33,0,Russian
5,classical,0,0,0,0,1,0,0,0,0,4,0,1,22,1,German
5,classical,0,0,0,1,1,0,0,0,1,2,0,0,29,1,Russian
5,classical,0,1,0,1,0,0,0,0,1,5,1,0,45,0,Korean
5,classical,0,0,0,1,0,0,0,0,1,5,0,1,25,0,English
5,classical,0,0,0,1,0,0,0,0,0,4,1,0,30,0,German
5,classical,0,0,1,0,0,0,1,0,0,4,0,0,42,1,Dutch
5,classical,0,0,0,0,0,0,0,1,0,4,0,0,46,1,French
5,classical,0,0,0,0,1,0,0,0,0,4,1,0,28,0,Russian
5,classical,0,0,0,1,1,0,0,0,0,4,1,0,26,0,Dutch
5,classical,0,0,1,1,1,0,0,0,0,3,1,0,61,1,English
5,classical,0,0,0,1,1,0,0,1,0,4,1,0,37,1,German
5,classical,0,0,1,1,0,0,0,1,0,4,1,0,40,1,Dutch
5,classical,1,0,0,0,0,0,0,0,0,4,1,0,57,1,English
5,classical,0,0,0,1,1,0,0,1,0,4,0,0,30,0,Dutch
5,classical,0,1,1,0,1,0,0,0,0,4,1,0,40,0,English
5,classical,0,1,0,1,0,0,0,0,0,4,1,0,24,1,Dutch
5,classical,0,0,1,0,0,0,0,0,1,3,1,0,26,1,Russian
5,classical,0,1,0,0,0,0,0,0,1,2,1,0,25,1,Russian
5,classical,0,1,0,1,0,0,0,0,0,3,1,0,48,0,German
5,classical,0,0,0,1,1,0,0,1,0,4,0,0,38,1,Russian
5,classical,0,0,0,0,0,0,0,0,1,3,0,0,51,0,English
5,classical,0,0,1,1,1,0,0,0,0,5,1,0,28,1,English
5,classical,0,0,0,0,1,0,0,0,0,5,0,0,46,0,English
5,classical,1,0,0,0,0,0,0,0,0,4,1,0,33,0,Czech
5,classical,0,1,0,0,0,1,0,1,0,5,1,0,44,1,French
5,classical,0,1,1,1,0,0,0,0,0,3,1,0,37,0,Dutch
5,classical,0,1,0,1,0,0,0,0,1,5,0,0,45,1,English
5,classical,0,0,0,1,0,0,0,0,1,2,1,0,28,1,Estonian
5,classical,0,0,1,0,0,1,0,0,0,5,1,0,25,1,Dutch
5,classical,0,0,0,1,0,0,0,0,0,5,1,0,51,0,Spanish
5,classical,0,0,0,1,0,0,0,0,1,5,0,0,36,1,Japanese
5,classical,0,0,0,1,0,0,0,0,1,4,1,0,46,1,Dutch
6,classical,1,0,0,0,0,0,0,0,0,3,0,0,35,0,Arabic
6,classical,1,1,0,0,1,0,0,0,0,2,1,0,23,0,English
6,classical,0,0,0,0,1,0,1,0,0,3,0,1,28,1,English
6,classical,0,0,1,0,0,1,1,0,0,5,0,0,27,1,Chinese
6,classical,0,0,1,1,1,0,0,0,0,4,1,0,47,1,Dutch
6,classical,0,0,0,0,1,0,0,0,0,4,0,0,37,0,German
6,classical,0,0,1,1,1,0,0,0,0,4,0,0,65,0,French
6,classical,0,0,0,1,1,0,1,0,0,2,1,0,28,1,English
6,classical,0,0,0,1,0,0,0,0,0,4,1,0,25,1,Russian
6,classical,0,0,0,1,0,0,0,0,0,3,0,1,33,0,French
6,classical,0,1,0,0,1,0,0,0,0,4,1,0,51,0,Dutch
6,classical,0,1,1,1,0,0,0,0,0,3,1,0,26,1,French
6,classical,0,0,0,1,0,0,0,0,0,4,1,0,22,1,German
6,classical,0,0,1,0,1,0,0,0,0,1,0,0,33,0,Russian
6,classical,0,1,1,1,0,0,0,0,0,4,1,0,20,1,Dutch
6,classical,0,0,0,0,1,0,0,0,1,5,0,1,25,0,English
6,classical,0,1,0,0,1,0,1,0,0,3,1,0,24,1,Dutch
6,classical,0,0,0,1,0,1,0,0,0,3,1,0,30,1,English
6,classical,0,0,0,1,1,0,0,0,0,2,0,0,29,1,Russian
6,classical,1,0,0,0,1,0,1,0,0,5,1,0,45,0,Korean
6,classical,0,0,0,0,1,0,0,0,0,5,0,0,28,0,Russian
6,classical,0,0,0,0,1,0,0,0,0,4,0,1,30,0,German
6,classical,1,0,1,0,0,0,1,0,0,3,0,0,37,0,Dutch
6,classical,0,0,0,0,0,0,0,1,0,4,0,0,26,0,Dutch
6,classical,0,0,1,0,1,0,1,0,0,4,1,0,40,1,Dutch
6,classical,0,0,0,1,1,0,0,0,1,4,0,1,30,0,Dutch
6,classical,0,1,0,0,0,0,0,0,0,2,1,0,23,0,Russian
6,classical,0,0,1,0,1,0,0,0,0,4,1,0,40,0,English
6,classical,0,0,0,0,1,0,0,0,1,4,0,1,24,1,Dutch
6,classical,0,0,0,0,0,0,1,1,1,3,0,1,26,1,Russian
6,classical,0,0,0,0,1,0,0,1,0,5,0,0,28,0,Russian
6,classical,0,1,0,1,0,0,0,0,0,3,1,0,48,0,German
6,classical,0,0,0,1,0,0,1,0,1,4,1,0,38,1,Russian
6,classical,0,0,0,1,0,0,0,0,0,3,0,0,51,0,English
6,classical,0,1,0,0,0,0,0,0,0,5,0,0,46,0,English
6,classical,0,0,0,0,1,0,0,0,0,4,0,0,33,0,Czech
6,classical,1,0,1,0,0,0,1,0,0,5,0,1,44,1,French
6,classical,0,0,0,0,1,0,0,0,0,5,0,0,45,1,English
6,classical,0,0,0,0,1,0,0,0,1,2,1,0,28,1,Estonian
6,classical,0,0,0,0,0,0,1,1,0,5,0,0,25,1,Dutch
6,classical,0,1,0,0,0,0,0,1,0,4,1,0,69,1,German
6,classical,0,0,0,0,1,0,0,0,0,4,1,0,59,1,Russian
6,classical,0,0,0,0,1,0,0,0,0,5,0,0,51,0,Spanish
6,classical,0,0,0,0,0,0,0,0,0,5,0,0,36,1,Japanese
6,classical,0,0,0,0,1,0,0,0,0,4,0,0,36,1,Spanish
6,classical,0,1,0,0,1,1,0,0,0,4,0,0,37,1,German
6,classical,0,0,0,0,0,0,0,1,0,4,0,1,46,1,Dutch
7,classical,0,1,0,0,0,1,1,0,0,4,1,0,27,1,French
7,classical,1,0,0,0,1,0,0,0,0,4,1,0,37,0,German
7,classical,0,0,0,0,0,1,1,0,1,5,1,0,27,1,Chinese
7,classical,1,0,0,0,0,1,1,0,0,4,1,0,47,1,Dutch
7,classical,1,0,0,0,0,0,1,0,0,3,1,0,42,1,Tamil
7,classical,1,0,1,0,0,0,1,0,0,3,0,0,22,0,English
7,classical,1,0,0,0,0,0,1,1,0,4,1,0,16,1,English
7,classical,0,0,0,0,0,0,1,0,0,4,1,0,51,0,Dutch
7,classical,1,0,0,0,0,0,1,0,0,5,1,0,28,0,Russian
7,classical,0,0,0,1,0,0,1,1,0,3,1,0,33,0,Russian
7,classical,1,0,0,0,0,0,1,0,0,3,1,0,26,1,French
7,classical,0,0,0,0,0,0,1,0,0,4,1,0,22,1,German
7,classical,1,0,1,0,0,0,1,0,0,4,1,0,21,0,English
7,classical,0,0,0,0,0,1,1,0,0,3,1,0,24,1,Dutch
7,classical,0,0,1,0,0,1,0,0,0,3,0,1,30,1,English
7,classical,0,0,0,0,0,0,1,0,0,2,1,0,29,1,Russian
7,classical,0,0,0,0,0,0,1,0,0,4,0,1,30,0,German
7,classical,0,0,0,0,0,0,1,0,0,5,0,0,49,0,Swedish
7,classical,0,0,1,0,1,0,1,0,0,3,1,0,37,0,Dutch
7,classical,0,0,0,1,0,0,0,1,0,4,0,0,26,0,Dutch
7,classical,1,0,0,0,1,0,1,0,0,4,0,0,40,1,Dutch
7,classical,0,0,0,0,0,0,1,0,0,4,0,1,40,0,English
7,classical,1,1,0,0,0,0,1,0,0,3,1,0,26,1,Russian
7,classical,0,0,0,1,0,0,0,0,0,3,0,0,24,0,Portuguese
7,classical,0,0,1,0,1,0,1,0,0,3,1,0,26,0,German
7,classical,0,0,0,0,0,0,1,0,0,3,1,0,48,0,German
7,classical,0,1,0,0,0,0,1,0,0,4,1,0,38,1,Russian
7,classical,0,0,0,0,0,0,1,0,0,3,0,0,51,0,English
7,classical,0,0,0,0,0,0,1,0,0,5,0,0,46,0,English
7,classical,1,0,0,0,0,0,0,0,0,4,0,0,33,0,Czech
7,classical,0,1,0,0,0,0,1,1,0,4,0,0,37,1,German
7,classical,0,0,1,0,0,0,1,0,0,2,1,0,23,0,English
7,classical,0,0,1,0,1,0,1,0,0,4,0,0,20,0,English
7,classical,0,0,0,0,0,0,1,1,0,5,0,0,45,1,English
7,classical,0,0,0,0,0,0,1,0,0,4,0,0,36,1,Spanish
7,classical,0,0,0,0,0,0,1,1,0,2,1,0,28,1,Estonian
7,classical,0,0,0,0,0,1,1,0,0,4,1,0,69,1,German
7,classical,1,0,0,1,0,0,1,0,0,2,1,0,23,0,English
7,classical,1,0,0,0,0,0,1,0,0,5,1,0,25,1,Dutch
7,classical,1,0,0,0,0,0,0,0,0,4,0,0,59,1,Russian
7,classical,1,0,0,0,0,1,0,0,0,5,1,0,51,0,Spanish
7,classical,0,0,0,0,0,0,1,0,0,5,0,0,36,1,Japanese
7,classical,0,0,0,0,0,0,0,0,0,2,0,0,67,0,English
7,classical,0,0,0,0,0,1,1,0,0,4,1,0,46,1,Dutch
7,classical,1,0,0,0,0,0,1,0,0,3,0,1,28,1,English
7,classical,0,0,0,0,0,1,1,1,0,4,0,0,65,0,French
7,classical,0,0,0,0,0,1,0,0,0,3,1,0,35,0,Arabic
8,classical,0,0,1,0,0,0,0,0,0,3,1,0,42,1,Tamil
8,classical,0,1,0,1,1,0,0,0,0,4,1,0,19,0,English
8,classical,0,0,0,1,0,0,0,0,0,4,0,0,51,0,Dutch
8,classical,0,0,0,0,0,0,0,1,0,4,0,1,22,1,German
8,classical,0,0,0,1,1,0,0,0,0,3,1,0,82,0,English
8,classical,0,0,0,1,0,0,0,1,1,3,0,0,33,0,Russian
8,classical,0,1,0,0,1,0,0,0,1,3,1,0,37,0,Dutch
8,classical,0,0,0,0,1,0,0,0,0,3,0,1,26,1,French
8,classical,0,0,1,1,0,0,1,0,0,3,1,0,24,1,Dutch
8,classical,0,0,0,0,0,0,0,1,1,3,0,1,30,1,English
8,classical,0,0,0,0,1,0,0,0,0,5,0,0,49,0,Swedish
8,classical,0,1,1,0,1,0,0,0,0,2,0,0,25,0,French
8,classical,0,0,0,0,1,0,0,0,0,3,1,0,24,0,Portuguese
8,classical,0,0,0,1,0,0,0,0,0,4,0,0,26,0,Dutch
8,classical,0,0,1,0,0,0,1,1,0,3,1,0,41,1,Dutch
8,classical,0,1,1,0,1,0,0,0,0,4,1,0,40,1,Dutch
8,classical,1,0,0,0,0,0,1,1,0,4,0,0,22,1,English
8,classical,0,0,1,1,0,0,1,0,0,3,0,1,26,1,Russian
8,classical,0,1,0,0,1,0,0,0,0,3,0,1,51,0,Dutch
8,classical,0,1,0,1,1,0,0,0,0,3,1,0,26,0,German
8,classical,0,0,0,1,0,0,0,0,1,5,0,0,45,1,English
8,classical,0,0,0,0,0,0,1,0,0,3,1,0,48,0,German
8,classical,0,0,0,1,1,0,0,0,1,4,0,0,38,1,Russian
8,classical,0,0,1,0,0,0,0,0,0,3,0,0,51,0,English
8,classical,0,1,0,0,0,0,0,0,0,4,0,0,36,1,Spanish
8,classical,0,0,1,0,1,0,1,0,0,4,0,0,37,1,German
8,classical,0,0,0,0,0,0,0,0,0,2,0,1,25,0,Russian
8,classical,0,0,0,0,0,0,0,1,0,5,0,0,46,0,English
8,classical,0,0,1,0,1,1,1,0,0,4,0,0,29,1,Romanian
8,classical,0,0,0,0,0,0,0,0,0,5,0,0,36,1,Japanese
8,classical,0,1,0,0,0,0,0,0,0,4,0,0,69,1,German
8,classical,0,0,1,1,0,0,1,0,0,3,1,0,31,1,Dutch
8,classical,0,1,1,0,1,0,0,0,0,2,0,0,23,0,English
8,classical,1,0,0,0,0,0,0,0,0,4,1,0,59,1,Russian
8,classical,0,0,0,1,0,0,0,0,1,4,1,0,46,1,Dutch
8,classical,0,0,1,1,0,0,0,0,0,5,1,0,51,0,Spanish
8,classical,0,1,0,1,1,0,0,0,0,4,1,0,31,0,English
8,classical,0,0,1,0,0,0,0,0,1,2,0,0,67,0,English
8,classical,1,1,0,0,1,0,0,0,0,4,1,0,65,0,French
8,classical,0,0,1,0,0,0,0,0,0,3,0,0,35,0,Arabic
8,classical,0,0,0,0,1,0,0,0,0,5,0,1,33,0,English
8,classical,0,0,1,0,1,0,0,1,0,4,1,0,27,1,French
8,classical,0,0,0,0,1,0,0,0,0,2,0,1,30,0,Italian
8,classical,0,1,0,0,1,0,0,0,0,3,1,0,27,0,Spanish
8,classical,0,0,0,0,1,1,1,0,0,5,1,0,27,1,Chinese
8,classical,1,1,0,0,1,0,0,0,0,4,1,0,47,1,Dutch
9,classical,0,0,0,0,0,0,0,0,1,3,0,1,42,1,Tamil
9,classical,0,1,0,0,0,0,0,0,0,4,0,1,22,1,German
9,classical,0,1,0,0,0,0,0,0,1,4,1,0,25,1,English
9,classical,0,0,0,0,1,0,0,0,0,4,1,0,51,0,Dutch
9,classical,0,0,0,1,1,0,0,0,0,3,0,0,82,0,English
9,classical,0,0,1,1,0,0,0,0,1,3,0,0,33,0,Russian
9,classical,0,0,1,0,1,0,0,0,0,5,1,0,25,1,Russian
9,classical,0,1,1,0,0,0,0,0,1,3,1,0,37,0,Dutch
9,classical,1,0,0,0,0,1,0,0,1,3,1,0,24,1,Dutch
9,classical,0,0,1,1,0,0,0,0,0,4,1,0,45,1,Dutch
9,classical,1,0,1,0,1,0,0,0,0,3,1,0,41,1,Dutch
9,classical,0,0,0,1,0,0,0,0,0,5,0,0,49,0,Swedish
9,classical,0,0,0,0,0,0,0,0,1,2,0,0,29,1,Russian
