rid,rater,video,sam,sam2,lastSam,dimension,modality,shift,comments,timeStart,timeAnno,timeDone,timeFinish,elapsedAnno,elapsedDone,gender,eating,drinking,reading,calling,abpl,abar,abdo,fmood,lastSam2
37616,1686135608,1024,3,0,3,a,f,-1,,Wed Jul 30 2014 09:22:55 GMT+0300 (�?¤�?¸�?½�?»�?°�?½�?´�?¸Ñ�? - �?»Ñ�?Ñ‚�?½�?¾ Ñ‡�?°Ñ�?�?¾�?²�?¾ �?²Ñ€�?µ�?¼�?µ),Wed Jul 30 2014 09:22:55 GMT+0300 (�?¤�?¸�?½�?»�?°�?½�?´�?¸Ñ�? - �?»Ñ�?Ñ‚�?½�?¾ Ñ‡�?°Ñ�?�?¾�?²�?¾ �?²Ñ€�?µ�?¼�?µ),Wed Jul 30 2014 09:23:47 GMT+0300 (�?¤�?¸�?½�?»�?°�?½�?´�?¸Ñ�? - �?»Ñ�?Ñ‚�?½�?¾ Ñ‡�?°Ñ�?�?¾�?²�?¾ �?²Ñ€�?µ�?¼�?µ),Wed Jul 30 2014 09:24:37 GMT+0300 (�?¤�?¸�?½�?»�?°�?½�?´�?¸Ñ�? - �?»Ñ�?Ñ‚�?½�?¾ Ñ‡�?°Ñ�?�?¾�?²�?¾ �?²Ñ€�?µ�?¼�?µ),3,51998,f,-1,0,1,-1,0.415261044,-0.959627379,-0.057429719,neu,3
37702,290690662,1024,1,0,1,a,f,-1,,Wed Jul 30 2014 10:31:04 GMT+0300 (GTB Standard Time),Wed Jul 30 2014 10:31:04 GMT+0300 (GTB Standard Time),Wed Jul 30 2014 10:31:56 GMT+0300 (GTB Standard Time),Wed Jul 30 2014 10:32:20 GMT+0300 (GTB Standard Time),18,51774,f,-1,0,-1,-1,0.901204819,0.688984896,0.119277108,neg,1
37735,145672451,1024,2,3,3,a,f,1,"Thanks, do you have more?",Wed Jul 30 2014 09:02:07 GMT+0100,Wed Jul 30 2014 09:02:07 GMT+0100,Wed Jul 30 2014 09:03:07 GMT+0100,Wed Jul 30 2014 09:03:50 GMT+0100,9,59987,f,-1,0,1,-1,-0.044176707,-0.965012876,0.402008032,neu,3
37760,1780734033,1024,4,0,4,a,f,-1,,Wed Jul 30 2014 11:17:11 GMT+0300 (GTB Standard Time),Wed Jul 30 2014 11:18:15 GMT+0300 (GTB Standard Time),Wed Jul 30 2014 11:19:09 GMT+0300 (GTB Standard Time),Wed Jul 30 2014 11:20:07 GMT+0300 (GTB Standard Time),63610,117883,f,-1,0,1,-1,0.044176707,0.349692331,0.826104418,neu,4
37980,-1885102826,1024,2,0,2,a,f,-1,,Wed Jul 30 2014 11:25:26 GMT+0100 (Hora de VerÃ£o de GMT),Wed Jul 30 2014 11:25:26 GMT+0100 (Hora de VerÃ£o de GMT),Wed Jul 30 2014 11:26:17 GMT+0100 (Hora de VerÃ£o de GMT),Wed Jul 30 2014 11:26:42 GMT+0100 (Hora de VerÃ£o de GMT),6,51214,f,-1,0,1,-1,0.048594378,-0.918005508,0.481526104,neu,2
38208,885938589,1024,1,0,1,a,f,-1,,Wed Jul 30 2014 17:18:19 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 17:18:19 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 17:19:33 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 17:19:51 GMT+0300 (GTB Daylight Time),16,74629,f,-1,0,1,-1,0.671485944,-0.480900616,-0.313654618,neg,1
38252,35122590,1024,3,0,3,a,f,-1,,"Wed Jul 30 2014 17:51:25 GMT+0300 (GTB, orÄƒ de varÄƒ)","Wed Jul 30 2014 17:51:25 GMT+0300 (GTB, orÄƒ de varÄƒ)","Wed Jul 30 2014 17:52:17 GMT+0300 (GTB, orÄƒ de varÄƒ)","Wed Jul 30 2014 17:52:40 GMT+0300 (GTB, orÄƒ de varÄƒ)",5,52143,f,-1,0,1,-1,0.397590361,-0.461678389,0.675903614,neu,3
45237,1469182561,1024,1,0,1,a,f,-1,,Thu Sep 04 2014 15:15:44 GMT+0200 (W. Europe Daylight Time),Thu Sep 04 2014 15:15:44 GMT+0200 (W. Europe Daylight Time),Thu Sep 04 2014 15:16:34 GMT+0200 (W. Europe Daylight Time),Thu Sep 04 2014 15:16:54 GMT+0200 (W. Europe Daylight Time),9,50462,f,-1,0,1,-1,0.658232932,-0.499656371,-0.667068273,neg,1
219,-1316758405,1025,2,0,2,a,f,-1,,Tue Jun 24 2014 08:35:20 GMT+0300 (Ð¤Ð¸Ð½Ð»Ð°Ð½Ð´Ð¸Ñ - Ð»ÑÑ‚Ð½Ð¾ Ñ‡Ð°ÑÐ¾Ð²Ð¾ Ð²Ñ€ÐµÐ¼Ðµ),Tue Jun 24 2014 08:35:20 GMT+0300 (Ð¤Ð¸Ð½Ð»Ð°Ð½Ð´Ð¸Ñ - Ð»ÑÑ‚Ð½Ð¾ Ñ‡Ð°ÑÐ¾Ð²Ð¾ Ð²Ñ€ÐµÐ¼Ðµ),Tue Jun 24 2014 08:38:31 GMT+0300 (Ð¤Ð¸Ð½Ð»Ð°Ð½Ð´Ð¸Ñ - Ð»ÑÑ‚Ð½Ð¾ Ñ‡Ð°ÑÐ¾Ð²Ð¾ Ð²Ñ€ÐµÐ¼Ðµ),Tue Jun 24 2014 08:38:48 GMT+0300 (Ð¤Ð¸Ð½Ð»Ð°Ð½Ð´Ð¸Ñ - Ð»ÑÑ‚Ð½Ð¾ Ñ‡Ð°ÑÐ¾Ð²Ð¾ Ð²Ñ€ÐµÐ¼Ðµ),3,191491,f,-1,0,1,-1,0.070682731,-0.661157962,-0.622891566,neu,2
339,-431864475,1025,2,4,4,a,f,1,,Tue Jun 24 2014 11:20:58 GMT+0300 (GTB Daylight Time),Tue Jun 24 2014 11:20:58 GMT+0300 (GTB Daylight Time),Tue Jun 24 2014 11:24:16 GMT+0300 (GTB Daylight Time),Tue Jun 24 2014 11:26:08 GMT+0300 (GTB Daylight Time),3,197585,f,-1,0,-1,-1,-0.804016064,0.228929947,0.119277108,neu,4
417,-777577276,1025,2,0,2,a,f,-1,,Tue Jun 24 2014 11:48:13 GMT+0200 (Central Europe Daylight Time),Tue Jun 24 2014 11:48:13 GMT+0200 (Central Europe Daylight Time),Tue Jun 24 2014 11:51:36 GMT+0200 (Central Europe Daylight Time),Tue Jun 24 2014 11:51:58 GMT+0200 (Central Europe Daylight Time),9,203444,f,-1,0,1,-1,0.008835341,-0.999114686,-0.06626506,neg,2
454,911893467,1025,1,5,5,a,f,1,,Sun Jun 29 2014 01:41:05 GMT+0200 (Central European Daylight Time),Sun Jun 29 2014 01:42:21 GMT+0200 (Central European Daylight Time),Sun Jun 29 2014 01:45:57 GMT+0200 (Central European Daylight Time),Sun Jun 29 2014 01:46:40 GMT+0200 (Central European Daylight Time),76463,292455,f,-1,0,1,-1,0.008835341,0.930664091,-0.993975904,pos,5
494,999167239,1025,1,5,5,a,f,1,,Sun Jun 29 2014 12:49:25 GMT-0700 (Pacific Standard Time),Sun Jun 29 2014 12:49:25 GMT-0700 (Pacific Standard Time),Sun Jun 29 2014 12:52:47 GMT-0700 (Pacific Standard Time),Sun Jun 29 2014 12:53:11 GMT-0700 (Pacific Standard Time),4,202076,f,-1,0,1,-1,-0.910923479,0.723179749,-0.561044177,pos,5
504,617347356,1025,2,4,4,a,f,1,,Sun Jun 29 2014 08:39:32 GMT+0200,Sun Jun 29 2014 08:39:32 GMT+0200,Sun Jun 29 2014 08:42:38 GMT+0200,Sun Jun 29 2014 08:44:07 GMT+0200,9,186430,f,-1,0,1,-1,-0.64939759,-0.569942826,0.640562249,pos,4
532,612290580,1025,3,0,3,a,f,-1,,Sun Jun 29 2014 15:12:57 GMT+0300 (Eastern Europe Daylight Time),Sun Jun 29 2014 15:12:57 GMT+0300 (Eastern Europe Daylight Time),Sun Jun 29 2014 15:16:45 GMT+0300 (Eastern Europe Daylight Time),Sun Jun 29 2014 15:18:37 GMT+0300 (Eastern Europe Daylight Time),3,227301,f,-1,0,1,-1,0.114859438,-0.661157962,-0.622891566,neg,3
27300,-191062287,1025,3,0,3,a,f,-1,,Fri Jul 25 2014 10:54:22 GMT+0200 (Europa Zachodnia (czas letni)),Fri Jul 25 2014 10:54:22 GMT+0200 (Europa Zachodnia (czas letni)),Fri Jul 25 2014 11:00:27 GMT+0200 (Europa Zachodnia (czas letni)),Fri Jul 25 2014 11:00:47 GMT+0200 (Europa Zachodnia (czas letni)),54,364829,f,-1,0,1,-1,0,-0.997661799,0.154618474,neu,3
36000,90334714,1025,3,2,2,a,f,1,,Sat Jul 26 2014 03:15:33 GMT+0200 (Central Europe Daylight Time),Sat Jul 26 2014 03:15:33 GMT+0200 (Central Europe Daylight Time),Sat Jul 26 2014 03:26:40 GMT+0200 (Central Europe Daylight Time),Sat Jul 26 2014 03:27:55 GMT+0200 (Central Europe Daylight Time),17,667746,f,-1,0,1,-1,0.141365462,-0.993204024,-0.251807229,pos,2
37781,1578800307,1120,1,0,1,a,f,-1,,Wed Jul 30 2014 09:30:06 GMT+0100 (GMT Daylight Time),Wed Jul 30 2014 09:30:06 GMT+0100 (GMT Daylight Time),Wed Jul 30 2014 09:32:31 GMT+0100 (GMT Daylight Time),Wed Jul 30 2014 09:33:02 GMT+0100 (GMT Daylight Time),14,145199,f,-1,0,1,-1,-0.503614458,-0.53575154,-0.658232932,neg,1
38035,1876835691,1120,1,3,3,a,f,1,,Wed Jul 30 2014 13:00:59 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 13:02:03 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 13:04:39 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 13:05:09 GMT+0200 (ora legale Europa occidentale),63837,219790,f,-1,0,1,-1,-0.13253012,-0.602228315,-0.640562249,neu,3
38756,-79646160,1120,1,4,4,a,f,1,,Sat Aug 02 2014 09:41:18 GMT-0400 (Eastern Standard Time),Sat Aug 02 2014 09:43:14 GMT-0400 (Eastern Standard Time),Sat Aug 02 2014 09:46:12 GMT-0400 (Eastern Standard Time),Sat Aug 02 2014 09:47:54 GMT-0400 (Eastern Standard Time),115613,294336,f,-1,0,1,-1,-0.918875502,0.749472527,-0.348995984,pos,4
38801,-2061588724,1120,2,4,4,a,f,1,,Sat Aug 02 2014 21:47:49 GMT+0200 (Central European Daylight Time),Sat Aug 02 2014 21:47:49 GMT+0200 (Central European Daylight Time),Sat Aug 02 2014 21:58:41 GMT+0200 (Central European Daylight Time),Sat Aug 02 2014 21:59:26 GMT+0200 (Central European Daylight Time),8,651993,f,-1,0,1,-1,-0.600803213,-0.724665361,-0.119277108,pos,4
38837,-315498899,1120,1,2,2,a,f,1,,Sun Aug 03 2014 14:59:14 GMT+0300 (FLE Daylight Time),Sun Aug 03 2014 15:00:09 GMT+0300 (FLE Daylight Time),Sun Aug 03 2014 15:08:52 GMT+0300 (FLE Daylight Time),Sun Aug 03 2014 15:09:31 GMT+0300 (FLE Daylight Time),55304,578601,f,-1,0,1,-1,0.026506024,-0.986623449,0.313654618,neg,2
38950,-296846550,1120,2,4,4,a,f,1,,Wed Aug 06 2014 13:04:56 GMT+0300 (GTB Daylight Time),Wed Aug 06 2014 13:04:56 GMT+0300 (GTB Daylight Time),Wed Aug 06 2014 13:09:26 GMT+0300 (GTB Daylight Time),Wed Aug 06 2014 13:10:08 GMT+0300 (GTB Daylight Time),15,270174,f,-1,0,1,-1,-1,1,-0.45502008,pos,4
39481,-575772362,1120,1,4,4,a,f,1,,Sat Aug 23 2014 00:52:54 GMT+0200 (ora legale Europa occidentale),Sat Aug 23 2014 00:54:28 GMT+0200 (ora legale Europa occidentale),Sat Aug 23 2014 01:02:07 GMT+0200 (ora legale Europa occidentale),Sat Aug 23 2014 01:02:49 GMT+0200 (ora legale Europa occidentale),94306,552990,f,-1,0,-1,-1,0.06184739,0.483767259,0.852610442,pos,4
45013,1171597314,1120,1,4,4,a,f,1,,Wed Sep 03 2014 10:43:17 GMT+0200 (Åšrodkowoeuropejski czas letni),Wed Sep 03 2014 10:43:17 GMT+0200 (Åšrodkowoeuropejski czas letni),Wed Sep 03 2014 10:45:59 GMT+0200 (Åšrodkowoeuropejski czas letni),Wed Sep 03 2014 10:46:35 GMT+0200 (Åšrodkowoeuropejski czas letni),2,162006,f,-1,0,1,-1,-0.64497992,0.001119694,-0.764257028,neu,4
45418,-1132334235,1120,3,0,3,a,f,-1,,Sat Sep 06 2014 23:51:49 GMT+0200 (Srednja Europa - ljet. vrij.),Sat Sep 06 2014 23:51:49 GMT+0200 (Srednja Europa - ljet. vrij.),Sat Sep 06 2014 23:55:46 GMT+0200 (Srednja Europa - ljet. vrij.),Sat Sep 06 2014 23:56:33 GMT+0200 (Srednja Europa - ljet. vrij.),5,237506,f,-1,0,1,-1,-0.998393574,0.938076807,-0.834939759,neu,3
96,-1742670400,1121,1,0,1,a,f,-1,,Tue Jun 24 2014 05:17:53 GMT+0300 (Arab Standard Time),Tue Jun 24 2014 05:19:08 GMT+0300 (Arab Standard Time),Tue Jun 24 2014 05:24:46 GMT+0300 (Arab Standard Time),Tue Jun 24 2014 05:26:31 GMT+0300 (Arab Standard Time),74943,413186,f,-1,0,1,-1,0.079518072,-0.993204024,-0.251807229,neg,1
102,1717181103,1121,4,0,4,a,f,-1,,Tue Jun 24 2014 04:28:37 GMT+0200 (W. Europe Daylight Time),Tue Jun 24 2014 04:28:37 GMT+0200 (W. Europe Daylight Time),Tue Jun 24 2014 04:32:53 GMT+0200 (W. Europe Daylight Time),Tue Jun 24 2014 04:33:13 GMT+0200 (W. Europe Daylight Time),4,255826,f,-1,0,1,-1,0.027978491,0.704811638,0.90562249,pos,4
116,-188148270,1121,5,0,5,a,f,-1,,Mon Jun 23 2014 20:57:38 GMT-0600 (MDT),Mon Jun 23 2014 20:57:38 GMT-0600 (MDT),Mon Jun 23 2014 21:06:03 GMT-0600 (MDT),Mon Jun 23 2014 21:06:25 GMT-0600 (MDT),3,504318,f,-1,0,1,-1,0.295983936,0.525218761,0.861445783,pos,5
426,-777577276,1121,2,0,2,a,f,-1,,Tue Jun 24 2014 12:02:04 GMT+0200 (Central Europe Daylight Time),Tue Jun 24 2014 12:02:04 GMT+0200 (Central Europe Daylight Time),Tue Jun 24 2014 12:05:06 GMT+0200 (Central Europe Daylight Time),Tue Jun 24 2014 12:05:22 GMT+0200 (Central Europe Daylight Time),9,181498,f,-1,0,1,-1,0.530120482,-0.863820688,0.295983936,neu,2
508,617347356,1121,4,0,4,a,f,-1,,Sun Jun 29 2014 08:57:00 GMT+0200,Sun Jun 29 2014 08:57:00 GMT+0200,Sun Jun 29 2014 08:59:35 GMT+0200,Sun Jun 29 2014 09:00:56 GMT+0200,10,155212,f,-1,0,1,-1,1,0.97085673,0.437349398,pos,4
37964,-783059057,1122,1,0,1,a,f,-1,,Wed Jul 30 2014 13:07:07 GMT+0300 (E. Europe Daylight Time),Wed Jul 30 2014 13:07:07 GMT+0300 (E. Europe Daylight Time),Wed Jul 30 2014 13:11:25 GMT+0300 (E. Europe Daylight Time),Wed Jul 30 2014 13:12:27 GMT+0300 (E. Europe Daylight Time),10,257920,f,-1,0,-1,1,0.12811245,-0.736083904,-0.596385542,neg,1
38041,1876835691,1122,2,0,2,a,f,-1,,Wed Jul 30 2014 13:08:58 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 13:08:58 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 13:13:00 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 13:13:22 GMT+0200 (ora legale Europa occidentale),7,242123,f,-1,0,-1,1,-0.229718876,-0.09993218,-0.746586345,neu,2
38361,1958807616,1122,2,0,2,a,f,-1,,Wed Jul 30 2014 12:38:26 GMT-0400 (Eastern Daylight Time),Wed Jul 30 2014 12:38:26 GMT-0400 (Eastern Daylight Time),Wed Jul 30 2014 12:42:29 GMT-0400 (Eastern Daylight Time),Wed Jul 30 2014 12:42:54 GMT-0400 (Eastern Daylight Time),4,243539,f,-1,0,-1,1,-0.468273092,-0.736083904,-0.596385542,neg,2
38512,588122141,1122,2,0,2,a,f,-1,,Wed Jul 30 2014 13:29:40 GMT-0700 (Pacific Daylight Time),Wed Jul 30 2014 13:29:40 GMT-0700 (Pacific Daylight Time),Wed Jul 30 2014 13:33:41 GMT-0700 (Pacific Daylight Time),Wed Jul 30 2014 13:34:04 GMT-0700 (Pacific Daylight Time),4,241425,f,-1,0,-1,1,-0.075100402,-0.987855157,-0.304819277,neu,2
38869,577359460,1122,1,3,3,a,f,1,,Sun Aug 03 2014 23:18:46 GMT-0400 (Eastern Standard Time),Sun Aug 03 2014 23:18:46 GMT-0400 (Eastern Standard Time),Sun Aug 03 2014 23:23:01 GMT-0400 (Eastern Standard Time),Sun Aug 03 2014 23:23:48 GMT-0400 (Eastern Standard Time),16,255471,f,-1,0,-1,1,0.715662651,-0.269137466,-0.499196787,neu,3
38918,3240952,1122,2,0,2,a,f,-1,,Wed Aug 06 2014 00:10:13 GMT+1200 (New Zealand Standard Time),Wed Aug 06 2014 00:10:56 GMT+1200 (New Zealand Standard Time),Wed Aug 06 2014 00:19:30 GMT+1200 (New Zealand Standard Time),Wed Aug 06 2014 00:20:04 GMT+1200 (New Zealand Standard Time),42846,556646,f,-1,0,-1,1,-0.159036145,-0.857499853,-0.534538153,neg,2
38943,-296846550,1122,4,1,1,a,f,1,,Wed Aug 06 2014 12:21:53 GMT+0300 (GTB Daylight Time),Wed Aug 06 2014 12:21:53 GMT+0300 (GTB Daylight Time),Wed Aug 06 2014 12:28:59 GMT+0300 (GTB Daylight Time),Wed Aug 06 2014 12:29:56 GMT+0300 (GTB Daylight Time),12,425826,f,-1,0,-1,1,-0.512449799,-0.886577865,-0.083935743,neg,1
38953,-387855221,1122,4,0,4,a,f,-1,,Wed Aug 06 2014 20:43:12 GMT+0300 (Arab Standard Time),Wed Aug 06 2014 20:43:12 GMT+0300 (Arab Standard Time),Wed Aug 06 2014 20:53:08 GMT+0300 (Arab Standard Time),Wed Aug 06 2014 20:53:42 GMT+0300 (Arab Standard Time),6,595823,f,-1,0,-1,1,-0.053012048,0.704811638,0.90562249,neu,4
39829,-627491915,1122,2,1,1,a,f,1,medium to low arousal levels,Mon Aug 25 2014 14:44:35 GMT+0300 (FLE Daylight Time),Mon Aug 25 2014 14:44:35 GMT+0300 (FLE Daylight Time),Mon Aug 25 2014 14:50:54 GMT+0300 (FLE Daylight Time),Mon Aug 25 2014 14:51:49 GMT+0300 (FLE Daylight Time),5,379057,f,-1,0,-1,1,-0.123694779,-0.993831586,-0.242971888,neg,1
37419,-1193487118,1220,3,0,3,a,f,-1,,Tue Jul 29 2014 23:25:37 GMT-0400 (Eastern Daylight Time),Tue Jul 29 2014 23:25:37 GMT-0400 (Eastern Daylight Time),Tue Jul 29 2014 23:28:22 GMT-0400 (Eastern Daylight Time),Tue Jul 29 2014 23:29:01 GMT-0400 (Eastern Daylight Time),6,165192,m,-1,0,-1,-1,-0.13253012,0.483767259,-0.852610442,neu,3
37817,141739656,1220,4,0,4,a,f,-1,,Wed Jul 30 2014 10:49:22 GMT+0200 (Central European Daylight Time),Wed Jul 30 2014 10:49:22 GMT+0200 (Central European Daylight Time),Wed Jul 30 2014 10:51:13 GMT+0200 (Central European Daylight Time),Wed Jul 30 2014 10:51:30 GMT+0200 (Central European Daylight Time),6,110763,m,-1,0,-1,-1,-0.203212851,0.253594166,0.808433735,neu,4
37928,-827006945,1220,4,0,4,a,f,-1,,Wed Jul 30 2014 10:46:46 GMT+0100 (Hora de VerÃ£o de GMT),Wed Jul 30 2014 10:46:46 GMT+0100 (Hora de VerÃ£o de GMT),Wed Jul 30 2014 10:47:56 GMT+0100 (Hora de VerÃ£o de GMT),Wed Jul 30 2014 10:48:56 GMT+0100 (Hora de VerÃ£o de GMT),8,69852,m,-1,0,-1,-1,-0.167871486,-0.499656371,-0.667068273,neg,4
37935,1792201690,1220,2,0,2,a,f,-1,,Wed Jul 30 2014 05:48:50 GMT-0400 (Eastern Daylight Time),Wed Jul 30 2014 05:48:50 GMT-0400 (Eastern Daylight Time),Wed Jul 30 2014 05:51:48 GMT-0400 (Eastern Daylight Time),Wed Jul 30 2014 05:52:18 GMT-0400 (Eastern Daylight Time),3,178017,m,-1,0,-1,-1,-0.092771084,-0.996552643,-0.189959839,neu,2
37941,-440286071,1220,2,0,2,a,f,-1,,Wed Jul 30 2014 12:52:32 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 12:52:32 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 12:53:49 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 12:54:07 GMT+0300 (GTB Daylight Time),5,77442,m,-1,0,-1,-1,-0.070682731,-0.998252656,-0.12811245,neg,2
38033,1935569165,1220,3,0,3,a,f,-1,,Wed Jul 30 2014 13:00:34 GMT+0200 (Hora de verano romance),Wed Jul 30 2014 13:00:34 GMT+0200 (Hora de verano romance),Wed Jul 30 2014 13:01:44 GMT+0200 (Hora de verano romance),Wed Jul 30 2014 13:02:06 GMT+0200 (Hora de verano romance),5,69669,m,-1,0,-1,-1,-0.635592639,-0.619555553,-0.022088219,neu,3
38052,-909737287,1220,5,0,5,a,f,-1,,Wed Jul 30 2014 13:25:35 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 13:25:35 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 13:27:32 GMT+0200 (ora legale Europa occidentale),Wed Jul 30 2014 13:29:25 GMT+0200 (ora legale Europa occidentale),19,117224,m,-1,0,-1,-1,0.097740964,0.253594916,0.80843387,pos,5
38479,31837702,1220,3,0,3,a,f,-1,,Wed Jul 30 2014 23:00:11 GMT+0200 (Central European Daylight Time),Wed Jul 30 2014 23:01:51 GMT+0200 (Central European Daylight Time),Wed Jul 30 2014 23:05:04 GMT+0200 (Central European Daylight Time),Wed Jul 30 2014 23:05:26 GMT+0200 (Central European Daylight Time),99614,292856,m,-1,0,-1,-1,0.13253012,-0.957657582,-0.419678715,neu,3
38489,1722177843,1220,4,0,4,a,f,-1,,"Wed Jul 30 2014 23:18:50 GMT+0200 (Paris, Madrid (heure dâ€™Ã©tÃ©))","Wed Jul 30 2014 23:20:17 GMT+0200 (Paris, Madrid (heure dâ€™Ã©tÃ©))","Wed Jul 30 2014 23:24:05 GMT+0200 (Paris, Madrid (heure dâ€™Ã©tÃ©))","Wed Jul 30 2014 23:24:52 GMT+0200 (Paris, Madrid (heure dâ€™Ã©tÃ©))",86896,314869,m,-1,0,-1,-1,0.017670683,0.67268319,-0.896787149,pos,4
38514,1127350336,1220,3,0,3,a,f,-1,,Wed Jul 30 2014 13:36:50 GMT-0700 (Pacific Daylight Time),Wed Jul 30 2014 13:36:50 GMT-0700 (Pacific Daylight Time),Wed Jul 30 2014 13:38:00 GMT-0700 (Pacific Daylight Time),Wed Jul 30 2014 13:38:15 GMT-0700 (Pacific Daylight Time),10,70566,m,-1,0,-1,-1,-0.295983936,-0.988974049,0.004417671,neu,3
37351,1870868286,1221,2,0,2,a,f,-1,,Wed Jul 30 2014 04:30:15 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 04:30:15 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 04:32:40 GMT+0200 (Central Europe Daylight Time),Wed Jul 30 2014 04:33:03 GMT+0200 (Central Europe Daylight Time),2,145050,m,-1,0,-1,-1,-0.088353414,-0.982133713,-0.340160643,neg,2
37885,-432686749,1221,3,1,1,a,f,1,,Wed Jul 30 2014 12:27:18 GMT+0300 (EEST),Wed Jul 30 2014 12:27:18 GMT+0300 (EEST),Wed Jul 30 2014 12:29:45 GMT+0300 (EEST),Wed Jul 30 2014 12:30:12 GMT+0300 (EEST),5,146656,m,-1,0,1,-1,-0.331325301,-0.98377562,0.022088353,neg,1
38374,-830635076,1221,5,0,5,a,f,-1,,Wed Jul 30 2014 19:52:27 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 19:52:27 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 19:55:12 GMT+0300 (GTB Daylight Time),Wed Jul 30 2014 19:55:32 GMT+0300 (GTB Daylight Time),4,164633,m,-1,0,1,-1,0.06184739,-0.918005508,-0.481526104,neg,5
38666,-1797080490,1221,2,3,3,a,f,1,,Thu Jul 31 2014 21:28:26 GMT-0300 (Hora oficial do Brasil),Thu Jul 31 2014 21:28:26 GMT-0300 (Hora oficial do Brasil),Thu Jul 31 2014 21:31:56 GMT-0300 (Hora oficial do Brasil),Thu Jul 31 2014 21:34:21 GMT-0300 (Hora oficial do Brasil),12,210077,m,-1,0,1,-1,-0.609638554,-0.700569489,0.366666667,neu,3
38758,-383660296,1221,4,0,4,a,f,-1,,Sat Aug 02 2014 17:05:26 GMT+0300 (GTB Daylight Time),Sat Aug 02 2014 17:05:43 GMT+0300 (GTB Daylight Time),Sat Aug 02 2014 17:09:50 GMT+0300 (GTB Daylight Time),Sat Aug 02 2014 17:10:55 GMT+0300 (GTB Daylight Time),16108,263129,m,-1,0,1,-1,-0.512449799,-0.886577865,-0.402008032,neg,4
38857,1268115439,1221,2,0,2,a,f,-1,,Mon Aug 04 2014 02:40:43 GMT+0300 (GTB Daylight Time),Mon Aug 04 2014 02:40:43 GMT+0300 (GTB Daylight Time),Mon Aug 04 2014 02:43:14 GMT+0300 (GTB Daylight Time),Mon Aug 04 2014 02:43:58 GMT+0300 (GTB Daylight Time),8,151713,m,-1,0,1,-1,0.106024096,-0.998629323,0.022088353,neg,2
38908,-1087062259,1221,1,3,3,a,f,1,,Tue Aug 05 2014 12:19:57 GMT+0100 (Hora de VerÃ£o de GMT),Tue Aug 05 2014 12:21:42 GMT+0100 (Hora de VerÃ£o de GMT),Tue Aug 05 2014 12:25:38 GMT+0100 (Hora de VerÃ£o de GMT),Tue Aug 05 2014 12:27:43 GMT+0100 (Hora de VerÃ£o de GMT),105006,340967,m,-1,0,1,-1,-1,1,-0.348995984,neu,3
38956,275925153,1221,1,0,1,a,f,-1,,Wed Aug 06 2014 21:03:36 GMT+0300 (TÃ¼rkiye Yaz Saati),Wed Aug 06 2014 21:03:36 GMT+0300 (TÃ¼rkiye Yaz Saati),Wed Aug 06 2014 21:06:33 GMT+0300 (TÃ¼rkiye Yaz Saati),Wed Aug 06 2014 21:07:04 GMT+0300 (TÃ¼rkiye Yaz Saati),4,177114,m,-1,0,-1,-1,-0.070682731,-0.90124054,-0.499196787,neg,1
39827,-627491915,1221,2,3,3,a,f,1,low to medium arousal levels,Mon Aug 25 2014 14:32:43 GMT+0300 (FLE Daylight Time),Mon Aug 25 2014 14:32:43 GMT+0300 (FLE Daylight Time),Mon Aug 25 2014 14:37:16 GMT+0300 (FLE Daylight Time),Mon Aug 25 2014 14:38:16 GMT+0300 (FLE Daylight Time),3,272436,m,-1,0,1,-1,-0.353413655,-0.979357247,-0.048594378,neg,3
45053,1305815162,1221,2,0,2,a,f,-1,,Wed Sep 03 2014 15:18:13 GMT+0300 (GTB Daylight Time),Wed Sep 03 2014 15:19:04 GMT+0300 (GTB Daylight Time),Wed Sep 03 2014 15:28:08 GMT+0300 (GTB Daylight Time),Wed Sep 03 2014 15:28:30 GMT+0300 (GTB Daylight Time),50991,595076,m,-1,0,1,-1,0.06626506,-0.813543498,-0.561044177,neg,2
